File Name	X	Y	Z	V	SA	ZSA	XY	EV	PrintTime
rotated_z_3_ChessKing	36.456	36.456	77.8	19390.32	6184.433	481149.726	1329.073	103402.098	60.3
rotated_z_3_ChessKnight	30.788	30.788	51.943	14938.051	4618.923	239922.131	947.911	49237.636	43.65
rotated_z_3_ChessPawn	26.066	26.066	44.5	7529.689	3098.643	137889.616	679.434	30234.809	33.967
rotated_z_3_Chicken	131.793	94.998	176.76	736649.16	50966.633	9008842.294	12519.991	2213028.724	558.333
rotated_z_3_ChristmasTree1	73.851	72.94	100	123672.838	18582.318	1858231.836	5386.682	538668.165	110.25
rotated_z_3_ChristmasTree2	61.068	63.948	100	56338.426	12176.942	1217694.238	3905.194	390519.432	77.717
rotated_z_3_Cone1	120.796	129.679	180	959937.502	63013.438	11342418.75	15664.742	2819653.506	472.3
rotated_z_3_Cone2	134.977	135.144	180	1082047.467	68108.648	12259556.72	18241.245	3283424.175	572.717
rotated_z_3_Cone3	59.677	60	180	216768.131	33913.805	6104484.844	3580.62	644511.659	208.55
rotated_z_3_Cow1	30.081	65.423	42.701	14757.157	4558.771	194663.093	1967.986	84034.515	42.567
rotated_z_3_Cow2	150.751	118.539	131.04	599617.368	45542.402	5967896.945	17869.849	2341673.01	494.583
rotated_z_3_Cup1	133.229	132.801	180	1084936.232	83008.672	14941560.94	17692.948	3184730.678	746.867
rotated_z_3_Cup2	56.674	56.822	180	199538.722	35842.133	6451583.906	3220.35	579663.049	219.883
rotated_z_3_Cup3	93.642	93.201	180	740039.192	62090.082	11176214.77	8727.56	1570960.851	423.617
rotated_z_3_Cup4	94.154	94.64	180	714724.713	59614.098	10730537.58	8910.683	1603922.995	478.733
rotated_z_3_Cup5	45.328	45.544	180	135525.162	31504.158	5670748.477	2064.393	371590.743	201.733
rotated_z_3_Cylinder1	127.775	127.728	180	2073706.114	91842.047	16531568.44	16320.354	2937663.783	813.8
rotated_z_3_Cylinder2	119.375	119.375	180	1792241.649	89380.336	16088460.47	14250.485	2565087.362	750.867
rotated_z_3_Cylinder3	139.74	135.536	180	2224922.611	101486.305	18267534.84	18939.824	3409168.311	943
rotated_z_3_Cylinder4	119.444	119.444	180	1729858.909	90359.102	16264638.28	14266.931	2568047.609	760.467
rotated_z_3_Cylinder5	119.937	119.937	180	1223194.908	83903.891	15102700.31	14384.978	2589296.091	597.883
rotated_z_3_Dino	50.666	60.595	59.235	40959.961	8943.541	529770.623	3070.079	181856.116	67.183
rotated_z_3_Dog	90.458	55.371	78.53	37153.592	10797.197	847908.584	5008.768	393340.739	103.15
rotated_z_3_Dolphin	76.156	28.418	22.243	5184.053	2472.48	54995.97	2164.224	48139.373	21.85
rotated_z_3_ElephantHead	102.265	132.792	67.072	125285.754	24131.199	1618519.659	13580.018	910834.364	206.2
rotated_z_3_Frog	52.433	60.768	21.843	10562.619	4624.117	101005.775	3186.233	69597.703	34.217
rotated_z_3_Giraffe	39.065	71.111	78.477	36621.953	9013.027	707315.392	2777.95	218005.163	75.417
rotated_z_3_Glass1	119.083	119.083	180	1284643.616	71491.039	12868387.03	14180.696	2552525.193	558.633
rotated_z_3_Glass2	119.452	116.278	180	1033029.352	66842.617	12031671.09	13889.754	2500155.763	478.133
rotated_z_3_Glass3	129.71	126.662	180	1316323.377	75709.063	13627631.25	16429.335	2957280.298	609.15
rotated_z_3_Holder	15.122	21.114	22.225	1048.224	1368.128	30406.652	319.279	7095.977	15.1
rotated_z_3_Labrador	72.248	98.839	113.252	178620.812	23439.547	2654576.073	7140.891	808720.311	170.183
rotated_z_3_Leg	34.285	35.52	17.057	1047.415	1347.357	22981.661	1217.827	20772.288	13.667
rotated_z_3_Mask1	139.958	110.928	55.516	73985.898	27985.154	1553615.68	15525.325	861899.435	122.883
rotated_z_3_Mask2	16.258	15.909	27.721	633.568	1371.205	38011.518	258.662	7170.434	13.75
rotated_z_3_Moai	50.429	47.818	73.908	51205.018	10154.174	750476.277	2411.419	178223.561	76.117
rotated_z_3_Moose	84.396	97.441	71.374	48481.974	15411.509	1099981.037	8223.582	586949.926	145.75
rotated_z_3_Owl	83.758	86.769	151.178	331614.297	36308.211	5489012.459	7267.607	1098704.265	252.317
rotated_z_3_panter	101.295	46.348	36.17	22845.583	7847.866	283857.798	4694.832	169812.38	67.4
rotated_z_3_Parrot	61.922	47.449	50.844	14527.183	6181.278	314282.104	2938.124	149386.576	62.233
rotated_z_3_Pattern1	52.456	52.694	63.183	90269.508	10076.086	636634.518	2764.108	174643.89	66.167
rotated_z_3_Pattern2	53.008	53.083	65	90110.241	13349.803	867737.178	2813.83	182898.945	125.95
rotated_z_3_phoneHolder	72.968	70.855	90.478	33479.416	17501.404	1583489.599	5170.155	467784.522	107.433
rotated_z_3_PhoneStand	106.945	103.256	84.987	86585.896	30492.344	2591438.845	11042.674	938478.655	169.317
rotated_z_3_plantygonNoholes	111.458	111.458	100	62414.588	43451.758	4345179.096	12422.782	1242279.154	224.8
rotated_z_3_Pumpkin1	73.757	72.255	71.356	66462.87	22487.871	1604654.201	5329.277	380278.188	149.183
rotated_z_3_Pumpkin2	85.66	86.791	59.849	181434.412	18263.25	1093036.395	7434.553	444950.22	155.717
rotated_z_3_Rabbit	54.585	35.475	52.06	25750.584	6509.064	338862.922	1936.415	100810.063	59.483
rotated_z_3_RhinoHead	57.739	76.24	67.767	101434.247	14699.433	996140.014	4402.032	298313.538	95.567
rotated_z_3_Rod	7.884	7.884	100.005	3762.486	3119.288	311944.396	62.163	6216.61	48.183
rotated_z_3_Skull	23.63	26.688	34.254	8084.774	3285.941	112558.259	630.641	21602.281	30.567
rotated_z_3_Snake	137.592	97.594	123.831	707474.328	46966.867	5815960.641	13428.133	1662820.992	468.017
rotated_z_3_Squirrel	34.891	49.443	54.372	37118.845	6971.98	379080.507	1725.13	93798.764	53.1
rotated_z_3_Toy3	44.677	50.948	41.112	15087.394	6568.07	270025.551	2276.235	93580.254	47.517
rotated_z_3_Toy4	32.421	47.486	49.002	23432.366	6156.563	301683.94	1539.512	75439.196	43.017
rotated_z_3_Toy5	54.322	68.597	49.853	23430.465	7455.113	371658.687	3726.336	185768.471	49.833
rotated_z_3_Toy6	45.083	73.077	30	37552.064	9187.684	275630.508	3294.481	98834.434	57.633
rotated_z_3_Tyrannosaurus	35.13	76.899	29.701	5134.689	2860.717	84967.536	2701.421	80236.222	31.2
rotated_z_3_UnicornHead	72.514	85.237	66.683	64474.008	13923.892	928490.457	6180.845	412158.912	82.083
rotated_z_3_Vase1	143.596	143.596	180	1153719.473	64448.117	11600661.09	20619.831	3711569.603	517.617
rotated_z_3_Vase2	128.641	128.641	180	677791.319	54633.953	9834111.563	16548.438	2978718.819	359.9
rotated_z_3_Vase3	127.904	127.904	180	746800.078	53746.066	9674291.953	16359.492	2944708.487	386.783
rotated_z_3_Vase4	137.066	137.066	180	1366470.783	75910.945	13663970.16	18786.978	3381656.045	602.1
rotated_z_3_Vase5	118.301	118.301	180	1270092.347	73507.844	13231411.88	13995.183	2519132.967	562.317
rotated_z_3_Vase6	122.556	127.618	176	1226886.287	76504.414	13464776.88	15640.415	2752713.011	597.983
rotated_z_3_Vase7	104.839	110.249	180	554016.201	59480.078	10706414.06	11558.485	2080527.323	339.35
rotated_z_3_Vase8	128.784	129.104	180	1422953.678	82588.125	14865862.5	16626.51	2992771.778	676
rotated_z_3_Whale	180.966	290.678	74.404	297559.882	40098.504	2983470.09	52602.842	3913836.965	438.783
rotated_z_3_Wolf	64.517	195.338	120.12	306912.668	43770.523	5257731.425	12602.712	1513842.357	419.267
rotated_z_4_ARM	8.747	26.273	28.903	534.08	685.664	19817.573	229.81	6642.13	12.083
rotated_z_4_Bear	115.051	114.938	203.047	521494.124	56594.398	11491295.02	13223.776	2685041.626	392.783
rotated_z_4_Body	28.229	25.544	30	6738.644	2607.366	78220.986	721.08	21632.415	25.483
rotated_z_4_Bolt1	13.85	12.209	30	1575.259	1215.058	36451.729	169.092	5072.763	15.75
rotated_z_4_Bolt2	13.093	13.096	30	1315.144	1191.881	35756.426	171.468	5144.049	16.183
rotated_z_4_Bowl1	59.69	60	59.4	108323.79	16316.712	969212.713	3581.412	212735.873	95.6
rotated_z_4_Bowl2	119.827	119.827	59.4	422347.039	39450.961	2343387.14	14358.527	852896.539	404.3
rotated_z_4_Bowl3	126.407	126.631	59.4	521901.758	38695.563	2298516.472	16007.144	950824.351	322.817
rotated_z_4_Bowl4	123.404	123.568	59.4	518478.771	37248.199	2212543.09	15248.699	905772.733	260.233
rotated_z_4_Brick1	19.149	25.973	10	2175.819	2228.553	22285.527	497.347	4973.468	12.083
rotated_z_4_Brick2	10.029	10.029	11.2	446.107	628.829	7042.88	100.584	1126.539	7.483
rotated_z_4_Brick3	21.976	21.976	11.4	1338.287	1908.208	21753.572	482.936	5505.47	10.483
rotated_z_4_BrownBear	29.984	56.31	33.006	10079.581	3694.376	121938.287	1688.44	55729.441	36.15
rotated_z_4_Camel	39.317	84.93	62.574	18926.715	7393.327	462630.063	3339.203	208947.313	72.717
rotated_z_4_Cannon	82.266	42.94	57.001	66161.234	16618.57	947275.117	3532.507	201356.409	122.883
rotated_z_4_Cat	84.894	53.427	66.323	82622.287	11911.895	790036.556	4535.672	300820.881	97.733
rotated_z_4_Character1	78.24	122.019	132	171786.877	41004.66	5412615.141	9546.791	1260176.445	287.85
rotated_z_4_Character2	87.156	93.254	100	173283.292	42163.324	4216332.422	8127.673	812767.303	317.433
rotated_z_4_ChessBishop	31.354	31.354	61.792	12794.466	4820.958	297898.041	983.097	60747.822	47.833
rotated_z_4_ChessKing	33.887	33.887	77.8	19390.32	6184.433	481149.726	1148.353	89342.036	59.533
rotated_z_4_ChessKnight	29.923	29.923	51.943	14938.051	4618.923	239922.105	895.362	46508.04	43.483
rotated_z_4_ChessPawn	26.507	26.507	44.5	7529.69	3098.643	137889.606	702.611	31266.205	33.95
rotated_z_4_Chicken	97.132	133.522	176.76	736649.163	50966.633	9008842.294	12969.218	2292433.994	559.683
rotated_z_4_ChristmasTree1	73.77	73.284	100	123672.839	18582.316	1858231.641	5406.168	540616.795	110.433
rotated_z_4_ChristmasTree2	62.309	63.131	100	56338.429	12176.942	1217694.238	3933.63	393363.022	77.9
rotated_z_4_Cone1	129.028	120.19	180	959937.497	63013.434	11342418.05	15507.834	2791410.131	473.717
rotated_z_4_Cone2	132.167	135.736	180	1082047.451	68108.648	12259556.72	17939.826	3229168.665	574.633
rotated_z_4_Cone3	59.965	59.852	180	216768.132	33913.805	6104484.844	3588.974	646015.292	209.183
rotated_z_4_Cow1	22.837	67.664	42.701	14757.157	4558.771	194663.093	1545.237	65982.817	42.517
rotated_z_4_Cow2	154.247	117.872	131.04	599617.372	45542.406	5967897.457	18181.388	2382497.283	496.9
rotated_z_4_Cup1	132.944	133.175	180	1084936.227	83008.672	14941560.94	17704.854	3186873.758	748.5
rotated_z_4_Cup2	56.817	56.668	180	199538.721	35842.133	6451583.906	3219.718	579549.156	219.667
rotated_z_4_Cup3	93.323	93.623	180	740039.192	62090.082	11176214.77	8737.145	1572686.098	423.067
rotated_z_4_Cup4	94.64	94.159	180	714724.713	59614.098	10730537.58	8911.146	1604006.321	476.733
rotated_z_4_Cup5	45.498	45.465	180	135525.16	31504.158	5670748.477	2068.56	372340.837	201.85
rotated_z_4_Cylinder1	128.342	127.026	180	2073706.036	91842.039	16531567.03	16302.704	2934486.801	811.867
rotated_z_4_Cylinder2	119.511	119.511	180	1792241.69	89380.344	16088461.88	14282.852	2570913.386	750.9
rotated_z_4_Cylinder3	138.346	138.205	180	2224922.634	101486.305	18267534.84	19120.172	3441630.879	962.1
rotated_z_4_Cylinder4	119.707	119.707	180	1729858.923	90359.109	16264639.69	14329.797	2579363.474	761.333
rotated_z_4_Cylinder5	119.665	119.665	180	1223195.009	83903.891	15102700.31	14319.665	2577539.695	592.733
rotated_z_4_Dino	68.412	42.274	59.235	40959.964	8943.541	529770.623	2892.032	171309.485	67.5
rotated_z_4_Dog	38.203	96.634	78.53	37153.593	10797.197	847908.584	3691.698	289910.632	100.583
rotated_z_4_Dolphin	37.875	73.895	22.243	5184.053	2472.48	54995.97	2798.762	62253.54	21.967
rotated_z_4_ElephantHead	104.945	132.234	67.072	125285.758	24131.199	1618519.659	13877.269	930771.537	204.15
rotated_z_4_Frog	60.597	52.451	21.843	10562.619	4624.117	101005.775	3178.356	69425.646	34.1
rotated_z_4_Giraffe	58.378	64.926	78.477	36621.953	9013.027	707315.392	3790.236	297446.397	75.017
rotated_z_4_Glass1	118.82	118.82	180	1284643.542	71491.039	12868387.03	14118.122	2541261.891	558.667
rotated_z_4_Glass2	119.36	114.224	180	1033029.371	66842.617	12031671.09	13633.774	2454079.312	478
rotated_z_4_Glass3	128.564	128.223	180	1316323.374	75709.063	13627631.25	16484.917	2967285.064	610.1
rotated_z_4_Holder	11.493	22.245	22.225	1048.224	1368.128	30406.652	255.668	5682.229	16.183
rotated_z_4_Labrador	101.165	55.056	113.252	178620.81	23439.547	2654576.073	5569.724	630782.516	170.883
rotated_z_4_Leg	42.19	15.233	17.057	1047.415	1347.357	22981.661	642.676	10962.033	13.883
rotated_z_4_Mask1	101.027	137.472	55.516	73985.926	27985.156	1553615.789	13888.341	771021.079	122.783
rotated_z_4_Mask2	16.963	15.301	27.721	633.568	1371.205	38011.515	259.546	7194.947	13.783
rotated_z_4_Moai	43.215	58.23	73.908	51205.018	10154.174	750476.277	2516.387	185981.534	74.917
rotated_z_4_Moose	98.365	82.425	71.374	48481.978	15411.507	1099980.897	8107.76	578683.274	143.433
rotated_z_4_Owl	88.402	77.969	151.178	331614.296	36308.211	5489012.459	6892.566	1042006.257	254.433
rotated_z_4_panter	46.822	104.054	36.17	22845.584	7847.866	283857.815	4872.001	176220.585	68.183
rotated_z_4_Parrot	72.102	31.395	50.844	14527.183	6181.278	314282.104	2263.671	115094.509	62.45
rotated_z_4_Pattern1	52.693	52.596	63.183	90269.508	10076.086	636634.518	2771.428	175106.339	65.517
rotated_z_4_Pattern2	53.1	53.333	65	90110.241	13349.804	867737.241	2831.971	184078.107	126.5
rotated_z_4_phoneHolder	71.668	72.211	90.478	33479.415	17501.404	1583489.599	5175.226	468243.391	109.717
rotated_z_4_PhoneStand	94.306	81.061	84.987	86585.898	30492.344	2591438.845	7644.564	649685.071	168.85
rotated_z_4_plantygonNoholes	111.688	111.688	100	62414.606	43451.758	4345179.096	12474.126	1247413.529	227.25
rotated_z_4_Pumpkin1	74.548	72.439	71.356	66462.871	22487.871	1604654.201	5400.179	385337.526	148.15
rotated_z_4_Pumpkin2	86.694	85.94	59.849	181434.413	18263.25	1093036.395	7450.56	445908.234	154.75
rotated_z_4_Rabbit	55.122	36.07	52.06	25750.584	6509.064	338862.922	1988.278	103510.09	59.867
rotated_z_4_RhinoHead	78.248	65.075	67.767	101434.257	14699.434	996140.08	5091.965	345068.428	96.417
rotated_z_4_Rod	7.998	7.998	100.005	3762.486	3119.288	311944.396	63.968	6397.166	47.083
rotated_z_4_Skull	26.018	21.668	34.254	8084.774	3285.941	112558.259	563.768	19311.603	30.383
rotated_z_4_Snake	95.625	141.118	123.831	707474.326	46966.867	5815960.641	13494.417	1671029.066	477.967
rotated_z_4_Squirrel	39.494	44.286	54.372	37118.845	6971.98	379080.507	1749.028	95098.158	53.283
rotated_z_4_Toy3	44.535	50.02	41.112	15087.394	6568.07	270025.551	2227.61	91581.184	47.6
rotated_z_4_Toy4	41.433	44.591	49.002	23432.367	6156.563	301683.94	1847.535	90532.903	42.867
rotated_z_4_Toy5	71.144	52.486	49.853	23430.465	7455.113	371658.687	3734.069	186154.023	49.333
rotated_z_4_Toy6	61.023	76.132	30	37552.063	9187.685	275630.537	4645.772	139373.163	58.65
rotated_z_4_Tyrannosaurus	44.311	72.091	29.701	5134.689	2860.717	84967.536	3194.402	94878.476	31.233
rotated_z_4_UnicornHead	86.849	66.348	66.683	64474.007	13923.892	928490.457	5762.273	384247.143	81.65
rotated_z_4_Vase1	140.673	140.673	180	1153719.422	64448.109	11600659.69	19789.001	3562020.256	516.9
rotated_z_4_Vase2	131.243	131.243	180	677791.277	54633.957	9834112.266	17224.656	3100438.074	360.217
rotated_z_4_Vase3	124.112	124.112	180	746800.067	53746.063	9674291.25	15403.872	2772696.915	384.133
rotated_z_4_Vase4	129.156	129.156	180	1366470.782	75910.945	13663970.16	16681.219	3002619.36	598.867
rotated_z_4_Vase5	129.832	129.832	180	1270092.302	73507.828	13231409.06	16856.444	3034159.831	562.867
rotated_z_4_Vase6	129.214	120.519	176	1226886.286	76504.414	13464776.88	15572.669	2740789.779	595.017
rotated_z_4_Vase7	109.088	107.698	180	554016.202	59480.082	10706414.77	11748.595	2114747.169	338.517
rotated_z_4_Vase8	129.033	128.919	180	1422953.678	82588.125	14865862.5	16634.683	2994242.899	676.95
rotated_z_4_Whale	161.843	299.987	74.404	297559.882	40098.5	2983469.8	48550.723	3612344.991	436.35
rotated_z_4_Wolf	139.867	148.99	120.12	306912.664	43770.523	5257731.425	20838.806	2503165.091	417.7
rotated_z_5_ARM	17.981	22.085	28.903	534.08	685.664	19817.573	397.114	11477.681	12.083
rotated_z_5_Bear	114.986	114.885	203.047	521494.124	56594.398	11491295.02	13210.191	2682283.25	393.117
rotated_z_5_Body	29.709	28	30	6738.644	2607.366	78220.986	831.863	24955.891	25.517
rotated_z_5_Bolt1	13.443	13.321	30	1575.259	1215.058	36451.729	179.083	5372.488	15.7
rotated_z_5_Bolt2	13.097	13.1	30	1315.144	1191.881	35756.433	171.565	5146.959	16.25
rotated_z_5_Bowl1	59.994	59.753	59.4	108323.791	16316.712	969212.713	3584.835	212939.22	95.617
rotated_z_5_Bowl2	113.005	113.005	59.4	422347.054	39450.965	2343387.372	12770.114	758544.784	408.367
rotated_z_5_Bowl3	126.028	126.711	59.4	521901.755	38695.563	2298516.472	15969.092	948564.096	322.3
rotated_z_5_Bowl4	123.275	123.625	59.4	518478.77	37248.199	2212543.09	15239.954	905253.29	260.067
rotated_z_5_Brick2	11.203	11.203	11.2	446.107	628.829	7042.88	125.505	1405.655	7.467
rotated_z_5_Brick3	21.869	21.869	11.4	1338.287	1908.208	21753.571	478.238	5451.908	10.417
rotated_z_5_BrownBear	43.339	43.443	33.006	10079.581	3694.376	121938.287	1882.772	62143.654	36.033
rotated_z_5_Camel	33.493	87.653	62.574	18926.714	7393.327	462630.063	2935.761	183702.338	71.6
rotated_z_5_Cannon	51.961	83.056	57.001	66161.235	16618.57	947275.117	4315.699	245999.164	130.2
rotated_z_5_Cat	89.005	47.737	66.323	82622.287	11911.895	790036.556	4248.841	281797.316	97.983
rotated_z_5_Character1	109.058	95.846	132	171786.878	41004.664	5412615.656	10452.733	1379760.769	288.717
rotated_z_5_Character2	87.267	87.895	100	173283.292	42163.324	4216332.422	7670.328	767032.795	317.433
rotated_z_5_ChessBishop	30.026	30.026	61.792	12794.466	4820.958	297898.041	901.558	55709.325	47.65
rotated_z_5_ChessKing	34.001	34.001	77.8	19390.32	6184.433	481149.764	1156.078	89943.017	59.45
rotated_z_5_ChessKnight	30.544	30.544	51.943	14938.051	4618.923	239922.131	932.927	48459.309	43.533
rotated_z_5_ChessPawn	25.168	25.168	44.5	7529.69	3098.643	137889.595	633.423	28187.304	33.683
rotated_z_5_Chicken	134.638	96.334	176.76	736649.16	50966.633	9008842.294	12970.224	2292611.731	558.033
rotated_z_5_ChristmasTree1	73.068	73.832	100	123672.842	18582.316	1858231.641	5394.766	539476.582	110.333
rotated_z_5_ChristmasTree2	58.995	64.677	100	56338.43	12176.942	1217694.238	3815.631	381563.054	77.217
rotated_z_5_Cone1	129.813	120.921	180	959937.497	63013.43	11342417.34	15697.076	2825473.711	472.5
rotated_z_5_Cone2	134.641	135.618	180	1082047.465	68108.648	12259556.72	18259.746	3286754.236	574.033
rotated_z_5_Cone3	59.811	59.981	180	216768.132	33913.805	6104484.844	3587.491	645748.439	208.883
rotated_z_5_Cow1	53.231	45.829	42.701	14757.157	4558.771	194663.093	2439.518	104169.33	42.583
rotated_z_5_Cow2	154.541	117.718	131.04	599617.372	45542.398	5967896.433	18192.218	2383916.414	500.433
rotated_z_5_Cup1	132.999	133.142	180	1084936.228	83008.672	14941560.94	17707.837	3187410.651	753.117
rotated_z_5_Cup2	56.826	56.678	180	199538.721	35842.133	6451583.906	3220.787	579741.605	219.883
rotated_z_5_Cup3	93.62	93.332	180	740039.194	62090.082	11176214.77	8737.759	1572796.536	423.6
rotated_z_5_Cup4	94.554	94.458	180	714724.717	59614.098	10730537.58	8931.402	1607652.368	478.683
rotated_z_5_Cup5	45.47	45.494	180	135525.161	31504.158	5670748.477	2068.601	372348.169	201.05
rotated_z_5_Cylinder1	128	129.344	180	2073705.962	91842.047	16531568.44	16555.992	2980078.586	817.15
rotated_z_5_Cylinder2	119.99	119.99	180	1792241.678	89380.344	16088461.88	14397.541	2591557.38	751.683
rotated_z_5_Cylinder3	134.374	139.938	180	2224922.651	101486.313	18267536.25	18804.037	3384726.648	943.783
rotated_z_5_Cylinder4	119.519	119.519	180	1729858.873	90359.102	16264638.28	14284.703	2571246.567	761.35
rotated_z_5_Cylinder5	119.749	119.749	180	1223194.984	83903.891	15102700.31	14339.781	2581160.599	603.9
rotated_z_5_Dino	61.68	49.587	59.235	40959.964	8943.541	529770.623	3058.532	181172.16	67.283
rotated_z_5_Dog	80.746	70.226	78.53	37153.592	10797.197	847908.584	5670.501	445306.938	99.733
rotated_z_5_Dolphin	28.525	76.104	22.243	5184.053	2472.48	54995.97	2170.871	48287.213	21.817
rotated_z_5_ElephantHead	103.57	133.185	67.072	125285.755	24131.199	1618519.659	13793.95	925183.176	207.067
rotated_z_5_Frog	51.606	63.027	21.843	10562.619	4624.117	101005.775	3252.57	71046.721	34.067
rotated_z_5_Giraffe	50.065	70.625	78.477	36621.952	9013.027	707315.392	3535.794	277478.523	75.083
rotated_z_5_Glass1	131.057	131.057	180	1284643.605	71491.039	12868387.03	17175.931	3091667.588	555.05
rotated_z_5_Glass2	113.4	119.56	180	1033029.366	66842.609	12031669.69	13558.118	2440461.224	477.533
rotated_z_5_Glass3	129.952	125.944	180	1316323.372	75709.063	13627631.25	16366.626	2945992.611	608.7
rotated_z_5_Holder	22.709	9.161	22.225	1048.224	1368.128	30406.652	208.034	4623.549	16.167
rotated_z_5_Labrador	89.249	93.763	113.252	178620.814	23439.549	2654576.295	8368.204	947716.046	171.3
rotated_z_5_Leg	40.146	26.882	17.057	1047.415	1347.357	22981.661	1079.224	18408.152	14
rotated_z_5_Mask1	139.173	118.09	55.516	73985.914	27985.154	1553615.68	16434.895	912394.848	122.067
rotated_z_5_Mask2	18.375	13.733	27.721	633.568	1371.205	38011.518	252.352	6995.51	13.617
rotated_z_5_Moai	45.703	56.534	73.908	51205.018	10154.174	750476.277	2583.767	190961.423	75.533
rotated_z_5_Moose	90.241	93.784	71.374	48481.976	15411.507	1099980.897	8463.169	604050.229	142.2
rotated_z_5_Owl	80.297	69.724	151.178	331614.296	36308.207	5489011.869	5598.612	846388.543	250.867
rotated_z_5_panter	58.092	98.096	36.17	22845.582	7847.866	283857.815	5698.529	206116.161	67.717
rotated_z_5_Parrot	74.901	29.963	50.844	14527.183	6181.278	314282.104	2244.256	114107.404	62.533
rotated_z_5_Pattern1	51.413	51.78	63.183	90269.506	10076.086	636634.518	2662.174	168203.37	65.667
rotated_z_5_Pattern2	53.074	53.252	65	90110.24	13349.805	867737.305	2826.299	183709.457	126.033
rotated_z_5_phoneHolder	80.396	41.61	90.478	33479.414	17501.404	1583489.599	3345.323	302677.646	108.45
rotated_z_5_PhoneStand	86.229	97.947	84.987	86585.901	30492.344	2591438.845	8445.805	717779.727	168.883
rotated_z_5_plantygonNoholes	109.714	109.714	100	62414.605	43451.758	4345179.096	12037.167	1203717.616	216.467
rotated_z_5_Pumpkin1	72.681	74.932	71.356	66462.87	22487.871	1604654.201	5446.119	388615.607	147.783
rotated_z_5_Pumpkin2	86.716	86.697	59.849	181434.416	18263.25	1093036.395	7518.053	449947.6	155.483
rotated_z_5_Rabbit	44.617	51.406	52.06	25750.584	6509.064	338862.922	2293.598	119405.08	59.2
rotated_z_5_RhinoHead	75.023	77.157	67.767	101434.25	14699.434	996140.08	5788.559	392274.694	96.233
rotated_z_5_Rod	7.942	7.942	100.005	3762.486	3119.288	311944.396	63.078	6308.151	47.5
rotated_z_5_Skull	25.657	25.277	34.254	8084.774	3285.941	112558.251	648.519	22214.697	30.517
rotated_z_5_Snake	127.135	108.226	123.831	707474.328	46966.867	5815960.641	13759.31	1703830.989	472.133
rotated_z_5_Squirrel	35.506	46.896	54.372	37118.845	6971.98	379080.534	1665.09	90534.299	53.5
rotated_z_5_Toy3	51.346	45.393	41.112	15087.394	6568.07	270025.551	2330.752	95821.517	47.717
rotated_z_5_Toy4	32.445	47.435	49.002	23432.366	6156.563	301683.94	1539.017	75414.93	43.033
rotated_z_5_Toy5	67.349	61.359	49.853	23430.465	7455.113	371658.687	4132.488	206016.31	49.6
rotated_z_5_Toy6	76.221	60.335	30	37552.063	9187.685	275630.537	4598.836	137965.086	58.717
rotated_z_5_Tyrannosaurus	16.202	83.591	29.701	5134.689	2860.717	84967.543	1354.34	40225.909	31.217
rotated_z_5_UnicornHead	87.035	64.153	66.683	64474.007	13923.892	928490.457	5583.603	372332.816	81.767
rotated_z_5_Vase1	131.829	131.829	180	1153719.426	64448.109	11600659.69	17378.908	3128203.439	527.317
rotated_z_5_Vase2	113.003	113.003	180	677791.279	54633.961	9834112.969	12769.61	2298529.87	365.867
rotated_z_5_Vase3	103.396	103.396	180	746800.057	53746.066	9674291.953	10690.727	1924330.91	385.217
rotated_z_5_Vase4	136.246	136.246	180	1366470.769	75910.938	13663968.75	18562.915	3341324.683	602.75
rotated_z_5_Vase5	115.656	115.656	180	1270092.304	73507.844	13231411.88	13376.421	2407755.799	564.867
rotated_z_5_Vase6	120.818	128.448	176	1226886.301	76504.414	13464776.88	15518.766	2731302.77	595
rotated_z_5_Vase7	110.446	105.584	180	554016.198	59480.082	10706414.77	11661.368	2099046.152	339.217
rotated_z_5_Vase8	128.66	129.139	180	1422953.674	82588.125	14865862.5	16614.982	2990696.772	673.333
rotated_z_5_Whale	244.426	248.352	74.404	297559.889	40098.5	2983469.8	60703.563	4516559.116	425.25
rotated_z_5_Wolf	121.743	165.942	120.12	306912.669	43770.523	5257731.425	20202.354	2426714.168	418.583
rotated_z_6_ARM	24.433	11.36	28.903	534.08	685.664	19817.573	277.554	8022.069	11.85
rotated_z_6_Bear	114.76	114.531	203.047	521494.124	56594.402	11491295.81	13143.562	2668754.364	395.65
rotated_z_6_Body	24.851	27.761	30	6738.644	2607.366	78220.986	689.891	20696.735	25.583
rotated_z_6_Bolt1	12.05	13.856	30	1575.259	1215.058	36451.729	166.962	5008.849	15.733
rotated_z_6_Bolt2	13.091	13.093	30	1315.144	1191.881	35756.429	171.403	5142.089	16.083
rotated_z_6_Bowl1	59.987	59.79	59.4	108323.792	16316.713	969212.771	3586.603	213044.216	95.733
rotated_z_6_Bowl2	119.984	119.984	59.4	422347.061	39450.961	2343387.14	14396.269	855138.374	408.117
rotated_z_6_Bowl3	126.486	126.582	59.4	521901.755	38695.563	2298516.472	16010.889	951046.809	324.117
rotated_z_6_Bowl4	123.665	123.02	59.4	518478.772	37248.199	2212543.09	15213.242	903666.587	258.9
rotated_z_6_Brick1	19.974	26.441	10	2175.819	2228.552	22285.525	528.133	5281.328	12.233
rotated_z_6_Brick2	8.98	8.98	11.2	446.107	628.829	7042.88	80.648	903.261	7.583
rotated_z_6_Brick3	21.609	21.609	11.4	1338.287	1908.208	21753.571	466.94	5323.116	10.433
